"BP_APPL_SEQ","LOAN_TYPE_NAME","source_appl_seq","X135","X145","X139","X134","X136","X140","X143","X152","X141","X155","X153","X029","X114","X137","X150","X138","X142","X131","X132","X133","X016","X017"
"11164638418099063426","微博导流","11164638418099063426","0","-999999","0.000000","0","676","0","-999999","9","0","23","35","13000.00","-999999.00","0.250000","-999999.0000","0.875000","0","1","1","0","-999999","-999999"
"11164638757792035944","微博导流","11164638757792035944","1","-999999","0.000000","0","129","0","-999999","16","0","49","42","-999999.00","-999999.00","0.642900","-999999.0000","0.928600","0","1","1","0","-999999","-999999"
"11164639148621474383","微博导流","11164342922357395051","0","-999999","-999999.000000","0","-999999","0","-999999","12","0","30","17","-999999.00","-999999.00","0.576900","-999999.0000","0.961500","0","1","0","0","-999999","-999999"
"11164643853797264915","微博导流","11164643853797264915","0","-999999","1.000000","0","82","0","-999999","23","0","27","54","-999999.00","22000.00","0.200000","348.0000","0.800000","0","1","1","0","-999999","-999999"
"11164643902085242102","微博导流","11164643902085242102","1","-999999","0.902900","0","113","5","-999999","31","0","58","86","-999999.00","50000.00","0.260900","-999999.0000","0.652200","0","1","1","0","-999999","-999999"
"11164643906117434903","微博导流","11164643906117434903","1","-999999","-999999.000000","0","87","0","-999999","16","0","16","66","-999999.00","-999999.00","0.692300","-999999.0000","1.000000","0","1","0","0","-999999","-999999"
"11164644181726687417","微博导流","11164644181726687417","1","-999999","1.000000","0","582","0","-999999","5","0","15","66","4000.00","10000.00","1.000000","568.0000","1.000000","0","1","1","0","-999999","-999999"
"11164644377505640290","微博导流","11164644377505640290","0","-999999","-999999.000000","0","-999999","0","-999999","3","0","28","50","-999999.00","-999999.00","0.142900","-999999.0000","0.857100","0","1","0","0","-999999","-999999"
"11164644468580282898","微博导流","11164644468580282898","0","-999999","0.000000","1","-999999","0","37","2","3","5","192","-999999.00","-999999.00","0.500000","-999999.0000","1.000000","0","1","1","0","-999999","-999999"
"11164644653855428080","微博导流","11164644653855428080","0","-999999","0.000000","0","93","0","-999999","13","0","55","33","3000.00","-999999.00","0.600000","-999999.0000","1.000000","0","1","1","0","-999999","-999999"
"11164644725426158463","微博导流","11164644725426158463","0","-999999","0.416700","0","131","0","-999999","33","0","67","57","-999999.00","5000.00","0.153800","876.0000","1.000000","0","1","1","0","-999999","-999999"
"11164644738096696244","微博导流","11164644738096696244","1","2","1.000000","0","-999999","2","16","7","0","39","132","5000.00","60000.00","0.125000","458.0000","1.000000","4","1","1","0","-999999","-999999"
"11164644738495594955","微博导流","11164644738495594955","0","3","0.400000","0","-999999","0","4","5","1","25","131","500.00","18000.00","0.142900","672.0000","1.000000","1","1","1","0","-999999","-999999"
"11164644763035750498","微博导流","11164644763035750498","1","2","0.962900","0","115","2","22","29","0","13","69","27000.00","70000.00","0.285700","192.0000","1.000000","2","1","1","0","-999999","-999999"
"11164644904392788647","微博导流","11164644904392788647","1","1","-999999.000000","0","-999999","0","11","6","1","10","31","-999999.00","-999999.00","0.800000","-999999.0000","1.000000","0","1","0","0","-999999","-999999"
"11164645091602467810","微博导流","11164645091602467810","1","1","0.791700","1","138","0","9","9","0","16","100","18000.00","20000.00","0.100000","-999999.0000","0.900000","1","1","1","0","-999999","-999999"
"11164645295794871850","微博导流","11164645295794871850","0","-999999","-999999.000000","0","-999999","0","-999999","8","0","61","38","-999999.00","-999999.00","0.636400","546.0000","0.909100","0","1","0","0","-999999","-999999"
"11164645404541718789","微博导流","11164645404541718789","1","-999999","0.000000","1","71","0","-999999","21","0","26","36","15000.00","-999999.00","0.166700","-999999.0000","1.000000","0","1","1","0","-999999","-999999"
"11164645575915867895","微博导流","11164645575915867895","1","-999999","0.000000","0","-999999","0","-999999","6","0","6","180","5000.00","-999999.00","0.000000","2372.0000","1.000000","0","1","1","0","-999999","-999999"
"11164645783836539697","微博导流","11164645783836539697","1","-999999","1.000000","0","58","0","-999999","6","0","11","78","21000.00","21000.00","0.555600","0.0000","1.000000","0","1","1","0","-999999","-999999"
"11164646185868221377","微博导流","11164646185868221377","1","-999999","-999999.000000","0","50","0","-999999","22","0","32","18","-999999.00","-999999.00","0.857100","-999999.0000","1.000000","0","1","0","0","-999999","-999999"
"11164646351009897509","微博导流","11164646351009897509","1","-999999","1.000000","0","-999999","0","-999999","4","0","9","38","3000.00","3000.00","0.444400","600.0000","1.000000","0","1","1","0","-999999","-999999"
"11164646488578452173","微博导流","11164646488578452173","1","1","1.000000","1","-999999","0","13","8","1","27","39","20000.00","21416.00","0.500000","306.0000","0.950000","0","1","1","0","-999999","-999999"
"11164646802785633249","微博导流","11164646802785633249","1","-999999","0.961600","0","391","0","-999999","4","0","49","116","70000.00","306000.00","0.000000","-999999.0000","0.500000","0","1","1","0","-999999","-999999"
"11164646827672450400","微博导流","11164646827672450400","1","-999999","-999999.000000","1","-999999","0","-999999","7","0","27","39","-999999.00","-999999.00","0.785700","-999999.0000","0.928600","0","1","0","0","-999999","-999999"
"11164646860896079098","微博导流","11164646860896079098","1","-999999","1.000000","0","206","0","-999999","7","0","41","48","3000.00","10000.00","0.947400","-999999.0000","1.000000","0","1","1","0","-999999","-999999"
"11164646996146047636","微博导流","11164646996146047636","6","-999999","0.961500","0","164","0","-999999","9","0","34","81","1.00","50000.00","0.000000","482.0000","1.000000","0","1","1","0","-999999","-999999"
"11164647118655494463","微博导流","11164647118655494463","2","-999999","1.000000","0","641","1","-999999","29","0","42","47","5000.00","5000.00","0.666700","-999999.0000","1.000000","0","1","1","0","-999999","-999999"
"11164647186169847190","微博导流","11164647186169847190","3","-999999","1.000000","0","558","1","-999999","13","0","24","184","8000.00","74000.00","0.166700","274.0000","0.833300","0","1","1","0","-999999","-999999"
"11164647281057163812","微博导流","11164647281057163812","1","-999999","1.000000","0","696","0","35","6","1","30","47","20000.00","20000.00","0.571400","-999999.0000","1.000000","0","1","1","0","-999999","-999999"
"11164647295246950856","微博导流","11164647295246950856","0","-999999","0.511600","0","316","0","-999999","8","0","12","119","6000.00","24000.00","0.250000","0.0000","0.750000","0","1","1","0","-999999","-999999"
"11164647320593740883","微博导流","11164647320593740883","4","-999999","0.651200","1","301","2","35","6","1","15","163","-999999.00","58000.00","0.000000","-999999.0000","1.000000","0","1","1","0","-999999","-999999"
"11164647489516152956","微博导流","11164647489516152956","0","-999999","1.000000","0","81","0","-999999","20","0","24","60","3000.00","9000.00","0.142900","368.0000","1.000000","0","1","1","0","-999999","-999999"
"11164647519152449471","微博导流","11164647519152449471","1","-999999","1.000000","0","11","3","-999999","5","0","17","31","2000.00","58000.00","0.666700","-999999.0000","1.000000","0","1","1","0","-999999","-999999"
"11164647796435347752","微博导流","11164257614048682214","0","-999999","0.000000","1","12","0","-999999","6","0","40","45","40000.00","40000.00","0.250000","-999999.0000","0.750000","0","1","1","0","-999999","-999999"
"11164652484852459327","微博导流","11164652484852459327","1","-999999","1.000000","0","4","0","-999999","26","0","58","53","5000.00","5000.00","0.875000","0.0000","1.000000","0","1","1","0","-999999","-999999"
"11164652510669725494","微博导流","11164379922523889980","0","-999999","-999999.000000","0","-999999","0","-999999","16","0","46","49","-999999.00","-999999.00","0.538500","-999999.0000","0.923100","0","1","0","0","-999999","-999999"
"11164652511339622096","微博导流","11164652511339622096","0","-999999","1.000000","0","91","0","-999999","3","0","17","64","-999999.00","2000.00","0.125000","-999999.0000","1.000000","0","1","1","0","-999999","-999999"
"11164652689388983911","微博导流","11164652689388983911","0","-999999","0.504000","0","-999999","0","-999999","9","0","19","62","5000.00","31500.00","0.388900","360.0000","0.888900","0","1","1","0","-999999","-999999"
"11164652858620524377","微博导流","11164652858620524377","1","-999999","-999999.000000","0","573","0","-999999","15","0","11","31","-999999.00","-999999.00","0.300000","-999999.0000","1.000000","0","1","0","0","-999999","-999999"
"11164652964035891871","微博导流","11164652964035891871","0","-999999","1.000000","0","269","0","-999999","3","0","5","56","13000.00","14000.00","0.000000","282.0000","1.000000","0","1","1","0","-999999","-999999"
"11164653026055194453","微博导流","11164653026055194453","0","-999999","-999999.000000","0","-999999","0","-999999","4","0","23","78","-999999.00","-999999.00","0.200000","-999999.0000","0.800000","0","1","0","0","-999999","-999999"
"11164653483769564876","微博导流","11164653483769564876","1","-999999","0.000000","0","-999999","0","31","4","0","6","144","-999999.00","-999999.00","0.400000","-999999.0000","1.000000","0","1","1","0","-999999","-999999"
"11164653741987323816","微博导流","11164653741987323816","0","-999999","0.903800","0","-999999","0","-999999","10","0","32","62","5000.00","47000.00","0.416700","-999999.0000","1.000000","0","1","1","0","-999999","-999999"
"11164653800526181324","微博导流","11164653800526181324","1","-999999","0.540000","1","259","0","-999999","19","0","41","189","1000.00","27000.00","0.058800","-999999.0000","0.764700","0","1","1","0","-999999","-999999"
"11164654005786937273","微博导流","11164654005786937273","1","1","-999999.000000","0","-999999","0","1","4","1","22","28","-999999.00","-999999.00","0.000000","-999999.0000","1.000000","0","1","0","0","1","-999999"
"11164654119112971927","微博导流","11164654119112971927","1","-999999","-999999.000000","0","-999999","0","-999999","5","0","8","16","-999999.00","-999999.00","0.200000","-999999.0000","1.000000","0","1","0","0","-999999","-999999"
"11164654163985013862","微博导流","11164654163985013862","0","-999999","-999999.000000","0","-999999","0","-999999","12","0","51","44","-999999.00","-999999.00","0.821400","362.0000","1.000000","0","1","0","0","-999999","-999999"
"11164654533648244611","微博导流","11164654533648244611","1","-999999","1.000000","0","283","0","-999999","5","0","5","105","15000.00","35000.00","0.000000","980.0000","1.000000","0","1","1","0","-999999","-999999"
"11164654719298492904","微博导流","11164654719298492904","1","-999999","0.971900","0","170","0","-999999","7","0","109","67","1000.00","34600.00","0.760900","-999999.0000","1.000000","0","1","1","0","-999999","-999999"
"11164654793422469413","微博导流","11164654793422469413","1","-999999","-999999.000000","0","-999999","0","-999999","5","0","6","42","-999999.00","-999999.00","0.000000","-999999.0000","1.000000","0","1","0","0","-999999","-999999"
"11164654923810323747","微博导流","11164654923810323747","1","-999999","0.714100","1","369","1","36","12","1","41","144","5236.00","30000.00","0.125000","-999999.0000","0.750000","0","1","1","0","-999999","-999999"
"11164654967462843972","微博导流","11164654967462843972","2","-999999","1.000000","0","370","0","-999999","12","0","40","51","5000.00","19000.00","0.125000","-999999.0000","0.625000","0","1","1","0","-999999","-999999"
"11164655057223567370","微博导流","11164655057223567370","0","-999999","1.000000","0","664","0","-999999","7","0","23","138","24000.00","54000.00","0.071400","-999999.0000","0.857100","0","1","1","0","-999999","-999999"
