"BP_APPL_SEQ","LOAN_TYPE_NAME","source_appl_seq","X135","X145","X139","X134","X136","X140","X143","X152","X141","X155","X153","X029","X114","X137","X150","X138","X142","X131","X132","X133","X016","X017","X172","X171","X170","X169","X016","X017"
"D072203020049690666","萨摩耶有限担保","202203020441121046","0","-999999","-999999.000000","0","-999999","0","-999999","8","0","42","62","-999999.00","-999999.00","0.400000","-999999.0000","1.000000","0","1","0","0","-999999","-999999","0","0","0","15","-999999","-999999"
"D072203020049690800","萨摩耶有限担保","202203020441125666","0","-999999","0.000000","0","405","0","-999999","8","0","26","103","5000.00","-999999.00","0.714300","784.0000","0.857100","0","1","1","0","-999999","-999999","0","1","5","31","-999999","-999999"
"D072203020049690896","萨摩耶无限担保","202203020441126910","0","-999999","1.000000","1","199","2","25","21","1","183","159","-999999.00","18800.00","0.555600","112.0000","0.444400","0","1","1","0","-999999","-999999","0","1","4","45","-999999","-999999"
"D072203020049690896","萨摩耶有限担保","202203020441126910","0","-999999","1.000000","1","199","2","25","21","1","183","159","-999999.00","18800.00","0.555600","112.0000","0.444400","0","1","1","0","-999999","-999999","0","1","4","45","-999999","-999999"
"D072203020049690999","萨摩耶无限担保","202203020441129088","0","-999999","1.000000","0","602","0","-999999","31","0","104","35","6000.00","6000.00","0.500000","-999999.0000","0.937500","0","1","1","0","-999999","-999999","0","0","3","54","-999999","-999999"
"D072203020049690999","萨摩耶有限担保","202203020441129088","0","-999999","1.000000","0","602","0","-999999","31","0","104","35","6000.00","6000.00","0.500000","-999999.0000","0.937500","0","1","1","0","-999999","-999999","0","0","3","54","-999999","-999999"
"D072203020049691124","萨摩耶无限担保","202203020441131782","2","-999999","-999999.000000","0","260","0","46","30","1","17","70","-999999.00","0.00","0.900000","-999999.0000","0.900000","0","1","1","0","-999999","-999999","0","0","3","34","-999999","-999999"
"D072203020049691124","萨摩耶有限担保","202203020441131782","2","-999999","-999999.000000","0","260","0","46","30","1","17","70","-999999.00","0.00","0.900000","-999999.0000","0.900000","0","1","1","0","-999999","-999999","0","0","3","34","-999999","-999999"
"D072203020049700465","萨摩耶无限担保","202203020441117626","0","-999999","-999999.000000","0","675","0","-999999","25","0","25","16","-999999.00","-999999.00","0.941200","-999999.0000","0.941200","0","1","0","0","-999999","-999999","0","0","1","42","-999999","-999999"
"D072203020049700465","萨摩耶有限担保","202203020441117626","0","-999999","-999999.000000","0","675","0","-999999","25","0","25","16","-999999.00","-999999.00","0.941200","-999999.0000","0.941200","0","1","0","0","-999999","-999999","0","0","1","42","-999999","-999999"
