"APPL_DT","BP_APPL_SEQ","APPL_CDE","LOAN_TYPE_NAME","WF_APPR_STS","APPRV_OPINION","X135","X145","X139","X134","X136","X140","X143","X152","X141","X155","X153","X029","X114","X137","X150","X138","X142","X131","X132","X133","X016","X017"
"2021-12-10","D072112100047101179","202112100340180861","萨摩耶有限担保","998","是否复借;近1个月人行征信查询次数_人行信息厚;近3个月人行征信查询次数_人行信息厚;萨摩耶风险评价模型","0","1","0.567600","0","128","0","23","13","0","33","42","-999999.00","21000.00","0.083300","-999999.0000","1.000000","1","1","1","0","-999999","-999999"
"2021-12-10","D072112100047111143","202112100340180862","萨摩耶有限担保","998","是否复借;征信白户拒绝;近1个月人行征信查询次数_人行信息厚;近3个月人行征信查询次数_人行信息厚;萨摩耶风险评价模型","0","-999999","-999999.000000","0","561","0","-999999","10","0","18","37","-999999.00","-999999.00","-999999.000000","-999999.0000","-999999.000000","0","1","1","0","-999999","-999999"
"2021-12-10","D072112100047081209","202112100340180863","萨摩耶有限担保","998","是否复借;萨摩耶风险评价模型","0","1","0.809600","0","371","2","9","10","0","10","103","5000.00","55000.00","0.000000","78.0000","1.000000","1","1","1","0","-999999","-999999"
"2021-12-10","D072112100047081210","202112100340180870","萨摩耶有限担保","998","是否复借;手机归属地验证;近3个月人行征信查询次数_人行信息厚;近6个月人行征信查询次数_人行信息厚;萨摩耶风险评价模型","6","-999999","0.455600","0","582","1","-999999","36","0","39","97","2000.00","43200.00","0.500000","397.0000","0.833300","0","1","1","0","-999999","-999999"
"2021-12-10","D072112100047081217","202112100340180962","萨摩耶有限担保","998","萨摩耶风险评价模型","4","1","1.000000","0","109","1","6","29","1","48","159","7000.00","58000.00","0.111100","-999999.0000","0.833300","0","1","1","1","-999999","-999999"
"2021-12-10","D072112100047101189","202112100340180963","萨摩耶有限担保","998","萨摩耶风险评价模型","2","-999999","-999999.000000","0","-999999","0","38","32","7","24","73","-999999.00","-999999.00","0.857100","-999999.0000","0.857100","0","1","0","0","-999999","-999999"
"2021-12-10","D072112100047111171","202112100340181080","萨摩耶有限担保","998","是否复借;近3个月人行征信查询次数_人行信息厚;近六个月714类APP安装过个数;近六个月P2P类APP安装过个数","0","-999999","0.888900","0","-999999","0","-999999","10","0","6","121","28000.00","28000.00","0.333300","-999999.0000","0.666700","0","1","1","0","-999999","-999999"
"2021-12-10","D072112100047111177","202112100340181141","萨摩耶有限担保","998","百行三要素验证;萨摩耶风险评价模型","0","3","-999999.000000","0","-999999","0","9","19","1","11","17","-999999.00","-999999.00","0.857100","-999999.0000","1.000000","0","1","0","0","-999999","-999999"
"2021-12-10","D072112100047091597","202112100340181150","萨摩耶有限担保","998","是否复借;近1个月人行征信查询次数_人行信息厚;萨摩耶风险评价模型","1","-999999","-999999.000000","0","-999999","0","-999999","7","0","261","47","-999999.00","-999999.00","0.846200","-999999.0000","0.923100","0","1","0","0","-999999","-999999"
"2021-12-10","D072112100047101206","202112100340181157","萨摩耶有限担保","998","是否复借;近1个月人行征信查询次数_人行信息厚;近3个月人行征信查询次数_人行信息厚;萨摩耶风险评价模型","2","-999999","0.870900","0","25","0","-999999","17","0","11","33","4800.00","14000.00","1.000000","-999999.0000","1.000000","0","1","1","0","-999999","-999999"
"2021-12-10","D072112100047081335","202112100340181159","萨摩耶有限担保","998","近1个月人行征信查询次数_人行信息厚;近3个月人行征信查询次数_人行信息厚;近6个月人行征信查询次数_人行信息厚;近3个月百融多头_人行信息厚","0","1","0.714300","0","160","0","16","41","0","141","42","-999999.00","10000.00","0.600000","1172.0000","0.800000","1","1","1","0","-999999","-999999"
"2021-12-10","D072112100047101207","202112100340181160","萨摩耶有限担保","997","","0","-999999","-999999.000000","0","-999999","0","-999999","4","0","17","45","-999999.00","0.00","0.500000","-999999.0000","1.000000","0","1","1","0","-999999","-999999"
"2021-12-10","D072112100047111178","202112100340181162","萨摩耶有限担保","998","近1个月人行征信查询次数_人行信息厚;近3个月人行征信查询次数_人行信息厚;近3个月百融多头_人行信息厚;萨摩耶风险评价模型","0","1","0.805400","0","231","1","21","29","1","123","108","1000.00","24000.00","0.695700","-999999.0000","0.913000","0","1","1","0","-999999","-999999"
"2021-12-10","D072112100047091609","202112100340181257","萨摩耶有限担保","998","百行三要素验证","0","-999999","0.000000","0","-999999","0","-999999","4","0","96","157","-999999.00","-999999.00","0.775000","-999999.0000","0.950000","0","1","1","0","-999999","-999999"
"2021-12-10","D072112100047091618","202112100340181319","萨摩耶有限担保","997","","0","1","0.276300","0","59","0","24","16","1","30","126","8000.00","30000.00","0.000000","-999999.0000","0.333300","0","1","1","0","-999999","-999999"
"2021-12-10","D072112100047111202","202112100340181403","萨摩耶有限担保","998","手机归属地验证;近6个月人行征信查询次数_人行信息厚;萨摩耶风险评价模型","2","-999999","0.736600","0","530","1","-999999","28","0","80","194","-999999.00","70000.00","0.142900","482.0000","1.000000","0","1","1","0","-999999","-999999"
"2021-12-10","D072112100047140009","202112100340181404","萨摩耶有限担保","998","是否复借;近1个月人行征信查询次数_人行信息厚","0","-999999","0.700000","0","93","0","40","18","0","26","133","5000.00","21000.00","0.461500","700.0000","0.769200","0","1","1","0","-999999","-999999"
"2021-12-10","D072112100047140037","202112100340181531","萨摩耶有限担保","998","是否复借;萨摩耶风险评价模型","6","-999999","1.000000","0","248","0","37","18","0","75","231","3000.00","12500.00","0.500000","-999999.0000","0.700000","0","1","1","1","-999999","-999999"
"2021-12-10","D072112100047140059","202112100340181610","萨摩耶有限担保","998","百行三要素验证;近3个月人行征信查询次数_人行信息厚;近3个月百融多头_人行信息厚;萨摩耶风险评价模型","0","-999999","-999999.000000","0","702","0","-999999","23","0","44","49","-999999.00","-999999.00","0.941200","-999999.0000","0.882400","0","1","0","0","-999999","-999999"
"2021-12-10","D072112100047170217","202112100340183092","萨摩耶有限担保","998","百行三要素验证","0","-999999","0.963200","0","-999999","0","41","15","0","71","77","5000.00","60000.00","0.250000","498.0000","0.916700","0","1","1","0","-999999","-999999"
"2021-12-10","D072112100047150260","202112100340183149","萨摩耶有限担保","997","","0","-999999","0.871000","0","240","0","-999999","12","0","48","61","9000.00","21000.00","0.000000","-999999.0000","0.875000","0","1","1","0","-999999","-999999"
"2021-12-13","D072112130047163142","202112130343582560","萨摩耶有限担保","998","近6个月人行征信查询次数_人行信息厚;萨摩耶风险评价模型","1","-999999","0.832800","0","656","2","-999999","39","0","41","233","500.00","40134.00","0.448300","280.0000","0.896600","0","1","1","1","-999999","-999999"
"2021-12-13","D072112130047163144","202112130343582561","萨摩耶有限担保","998","是否复借;百行手机在网状态;萨摩耶风险评价模型","3","-999999","0.000000","0","327","0","-999999","28","0","25","150","6000.00","-999999.00","0.666700","-999999.0000","1.000000","0","1","1","0","-999999","-999999"
"2021-12-13","D072112130047143966","202112130343582565","萨摩耶有限担保","998","萨摩耶风险评价模型","0","-999999","0.804400","0","-999999","0","-999999","14","0","33","102","5000.00","12000.00","0.833300","-999999.0000","1.000000","0","1","1","0","-999999","-999999"
"2021-12-13","D072112130047143967","202112130343582568","萨摩耶有限担保","998","手机归属地验证;近3个月人行征信查询次数_人行信息厚;萨摩耶风险评价模型","2","-999999","-999999.000000","0","-999999","0","-999999","25","0","63","32","-999999.00","-999999.00","0.891900","546.0000","1.000000","0","1","0","0","-999999","-999999"
"2021-12-13","D072112130047143974","202112130343582607","萨摩耶有限担保","998","百行三要素验证;近3个月人行征信查询次数_人行信息厚;萨摩耶风险评价模型","2","-999999","0.821400","0","627","0","-999999","28","0","106","172","5000.00","23000.00","0.117600","-999999.0000","1.000000","0","1","1","0","-999999","-999999"
"2021-12-13","D072112130047143996","202112130343582667","萨摩耶有限担保","998","是否复借;近1个月百融多头_人行信息厚;近3个月百融多头_人行信息厚;萨摩耶风险评价模型","1","-999999","-999999.000000","0","128","0","-999999","26","0","5","20","-999999.00","-999999.00","0.200000","-999999.0000","1.000000","0","1","0","0","-999999","-999999"
"2021-12-13","D072112130047163206","202112130343582874","萨摩耶有限担保","998","是否复借;萨摩耶风险评价模型","3","-999999","-999999.000000","0","107","0","-999999","30","0","26","61","-999999.00","0.00","0.785700","-999999.0000","0.857100","0","1","1","0","-999999","-999999"
"2021-12-13","D072112130047144064","202112130343583088","萨摩耶有限担保","998","手机归属地验证;萨摩耶风险评价模型","0","-999999","0.814000","0","-999999","2","37","16","0","51","111","100.00","36000.00","0.681800","910.0000","0.727300","0","1","1","0","-999999","-999999"
"2021-12-13","D072112130047163272","202112130343583275","萨摩耶有限担保","997","","0","-999999","-999999.000000","0","574","0","-999999","11","0","10","20","-999999.00","-999999.00","0.875000","-999999.0000","0.750000","0","1","0","0","-999999","-999999"
"2021-12-13","D072112130047144115","202112130343583504","萨摩耶有限担保","998","手机归属地验证;百行三要素验证;近1个月人行征信查询次数_人行信息薄;近3个月人行征信查询次数_人行信息薄;百行手机在网时长;萨摩耶风险评价模型","1","-999999","-999999.000000","0","-999999","0","-999999","14","0","12","9","-999999.00","-999999.00","0.800000","-999999.0000","1.000000","0","1","0","0","-999999","-999999"
"2021-12-13","D072112130047173376","202112130343583530","萨摩耶有限担保","997","","0","-999999","1.000000","1","122","0","-999999","15","0","83","103","25000.00","28000.00","0.000000","-999999.0000","0.750000","0","1","1","0","-999999","-999999"
"2021-12-13","D072112130047133537","202112130343583614","萨摩耶有限担保","998","是否复借","0","-999999","0.911100","0","92","3","-999999","23","0","29","59","4000.00","15000.00","0.100000","1092.0000","0.900000","0","1","1","0","-999999","-999999"
"2021-12-13","D072112130047144134","202112130343583618","萨摩耶有限担保","998","手机归属地验证;百行三要素验证","0","-999999","-999999.000000","1","-999999","0","-999999","5","0","81","63","-999999.00","-999999.00","0.687500","-999999.0000","0.937500","0","1","0","0","-999999","-999999"
"2021-12-13","D072112130047133547","202112130343583680","萨摩耶有限担保","998","近6个月人行征信查询次数_人行信息厚;萨摩耶风险评价模型","1","-999999","0.000000","0","123","0","-999999","36","0","49","167","-999999.00","3000.00","0.250000","836.0000","1.000000","0","1","1","0","-999999","-999999"
"2021-12-13","D072112130047133552","202112130343583724","萨摩耶有限担保","998","是否复借","1","1","0.000000","1","298","0","21","5","1","9","159","2200.00","-999999.00","0.000000","694.0000","0.333300","0","1","1","0","-999999","-999999"
"2021-12-13","D072112130047163341","202112130343583727","萨摩耶有限担保","998","近6个月人行征信查询次数_人行信息厚","0","-999999","0.749600","0","114","0","51","21","0","17","140","-999999.00","10000.00","0.250000","560.0000","0.750000","0","1","1","0","-999999","-999999"
"2021-12-13","D072112130047144143","202112130343583735","萨摩耶有限担保","998","萨摩耶风险评价模型","0","2","1.000000","0","-999999","1","7","27","1","94","76","48000.00","48000.00","0.885700","-999999.0000","1.000000","0","1","1","0","-999999","-999999"
"2021-12-13","D072112130047173418","202112130343583769","萨摩耶有限担保","998","是否复借;萨摩耶风险评价模型","1","-999999","0.375000","0","10","1","-999999","14","0","16","51","2000.00","18000.00","0.250000","-999999.0000","1.000000","0","1","1","0","-999999","-999999"
"2021-12-13","D072112130047173424","202112130343583814","萨摩耶有限担保","998","百行三要素验证;百行手机在网时长","0","-999999","0.672400","0","330","1","-999999","11","8","74","66","1.00","20000.00","0.250000","1440.0000","1.000000","0","1","1","0","-999999","-999999"
"2021-12-13","D072112130047153548","202112130343583819","萨摩耶有限担保","998","近1个月人行征信查询次数_人行信息厚;近3个月人行征信查询次数_人行信息厚;萨摩耶风险评价模型","0","-999999","1.000000","0","14","1","-999999","12","0","14","61","-999999.00","9000.00","0.400000","-999999.0000","0.800000","0","1","1","0","-999999","-999999"
"2021-12-13","D072112130047173427","202112130343583866","萨摩耶有限担保","998","手机归属地验证;萨摩耶风险评价模型","0","1","0.954000","1","27","2","12","19","0","33","130","15000.00","45000.00","0.083300","-999999.0000","0.916700","1","1","1","0","-999999","-999999"
"2021-12-13","D072112130047173431","202112130343583890","萨摩耶有限担保","997","","0","-999999","1.000000","0","-999999","2","-999999","11","0","51","57","18000.00","50000.00","0.641000","2380.0000","1.000000","0","1","1","0","-999999","-999999"
"2021-12-13","D072112130047163364","202112130343583980","萨摩耶有限担保","998","是否复借","0","-999999","-999999.000000","1","-999999","0","-999999","27","0","20","42","-999999.00","-999999.00","0.857100","-999999.0000","0.785700","0","1","0","0","-999999","-999999"
"2021-12-13","D072112130047163370","202112130343584010","萨摩耶有限担保","998","是否复借;近1个月人行征信查询次数_人行信息厚","0","-999999","0.000000","0","177","0","-999999","9","0","15","56","6000.00","6000.00","0.400000","560.0000","1.000000","0","1","1","0","-999999","-999999"
"2021-12-13","D072112130047173443","202112130343584014","萨摩耶有限担保","998","是否复借;近1个月人行征信查询次数_人行信息厚","0","-999999","0.545500","0","-999999","0","-999999","17","0","27","136","50000.00","60000.00","0.142900","-999999.0000","0.857100","0","1","1","0","-999999","-999999"
"2021-12-13","D072112130047153576","202112130343584017","萨摩耶有限担保","997","","0","-999999","0.998000","0","228","0","-999999","6","0","56","137","20000.00","41000.00","0.421100","-999999.0000","0.947400","0","1","1","0","-999999","-999999"
"2021-12-13","D072112130047153581","202112130343584049","萨摩耶有限担保","998","萨摩耶风险评价模型","0","-999999","-999999.000000","0","-999999","0","-999999","17","0","35","26","-999999.00","-999999.00","0.625000","-999999.0000","0.958300","0","1","0","0","-999999","-999999"
"2021-12-13","D072112130047153586","202112130343584089","萨摩耶有限担保","998","萨摩耶风险评价模型","1","1","0.946400","0","111","0","22","34","0","61","64","3000.00","43000.00","0.500000","874.0000","0.954500","1","1","1","0","-999999","-999999"
"2021-12-13","D072112130047133596","202112130343584095","萨摩耶有限担保","998","手机归属地验证;近1个月人行征信查询次数_人行信息薄;萨摩耶风险评价模型","0","-999999","-999999.000000","0","10","0","-999999","30","0","31","11","-999999.00","-999999.00","0.871000","-999999.0000","0.967700","0","1","0","0","-999999","-999999"
"2021-12-13","D072112130047133605","202112130343584162","萨摩耶有限担保","998","近1个月人行征信查询次数_人行信息厚;近3个月人行征信查询次数_人行信息厚;近6个月人行征信查询次数_人行信息厚;百行手机在网状态;萨摩耶风险评价模型","1","-999999","1.000000","0","6","0","-999999","35","0","14","17","1000.00","10000.00","0.909100","-999999.0000","1.000000","0","1","1","0","-999999","-999999"
"2021-12-13","D072112130047133608","202112130343584201","萨摩耶有限担保","998","萨摩耶风险评价模型","0","-999999","1.000000","0","-999999","2","-999999","8","0","34","115","8000.00","45000.00","0.111100","-999999.0000","1.000000","0","1","1","0","-999999","-999999"
"2021-12-13","D072112130047163388","202112130343584202","萨摩耶有限担保","998","萨摩耶风险评价模型","0","-999999","-999999.000000","0","215","0","-999999","28","0","37","26","-999999.00","-999999.00","0.791700","-999999.0000","0.916700","0","1","0","0","-999999","-999999"
"2021-12-13","D072112130047173475","202112130343584256","萨摩耶有限担保","997","","0","-999999","0.938800","0","430","0","-999999","18","0","119","172","3000.00","46000.00","0.500000","482.0000","1.000000","0","1","1","0","-999999","-999999"
"2021-12-13","D072112130047144219","202112130343584319","萨摩耶有限担保","998","萨摩耶风险评价模型","0","-999999","0.914500","0","-999999","1","52","13","0","40","116","3000.00","17000.00","0.555600","-999999.0000","0.888900","0","1","1","0","-999999","-999999"
"2021-12-13","D072112130047153627","202112130343584423","萨摩耶有限担保","998","百行三要素验证;近6个月人行征信查询次数_人行信息厚;百行手机在网时长;萨摩耶风险评价模型","2","-999999","0.950800","1","76","2","45","35","0","74","107","5000.00","150000.00","0.583300","-999999.0000","0.916700","0","1","1","0","-999999","-999999"
"2021-12-13","D072112130047153639","202112130343584514","萨摩耶有限担保","997","","0","-999999","-999999.000000","0","157","0","-999999","13","0","25","40","-999999.00","-999999.00","0.800000","644.0000","1.000000","0","1","0","0","-999999","-999999"
"2021-12-13","D072112130047163445","202112130343584578","萨摩耶有限担保","998","萨摩耶风险评价模型","0","-999999","0.850000","0","270","0","-999999","19","0","44","54","3000.00","9000.00","0.833300","-999999.0000","0.888900","0","1","1","0","-999999","-999999"
"2021-12-13","D072112130047163447","202112130343584585","萨摩耶有限担保","998","近3个月人行征信查询次数_人行信息厚","0","-999999","0.120000","0","-999999","0","58","22","1","102","79","3000.00","3000.00","0.542900","1084.0000","0.914300","0","1","1","0","-999999","-999999"
"2021-12-13","D072112130047153658","202112130343584687","萨摩耶有限担保","997","","0","-999999","0.000000","0","705","0","-999999","3","0","19","45","8000.00","-999999.00","0.000000","-999999.0000","1.000000","0","1","1","0","-999999","-999999"
"2021-12-13","D072112130047153659","202112130343584707","萨摩耶有限担保","998","萨摩耶风险评价模型","2","-999999","0.813900","0","-999999","2","28","11","0","29","61","-999999.00","24000.00","0.363600","-999999.0000","0.727300","0","1","1","0","-999999","-999999"
"2021-12-13","D072112130047163470","202112130343584753","萨摩耶有限担保","998","是否复借;是否有生效线下授信;贷款五级分类;一般贷款当前逾期期数大于等于1;近1个月人行征信查询次数_人行信息厚;萨摩耶风险评价模型","1","1","0.000000","0","30","0","0","12","1","91","108","-999999.00","-999999.00","0.400000","-999999.0000","0.900000","0","1","1","0","1","-999999"
"2021-12-13","D072112130047163488","202112130343584959","萨摩耶有限担保","997","","0","-999999","0.750000","0","-999999","0","55","4","0","96","60","5000.00","12000.00","0.062500","-999999.0000","0.937500","0","1","1","0","-999999","-999999"
"2021-12-13","D072112130047133692","202112130343585014","萨摩耶有限担保","998","百行三要素验证;萨摩耶风险评价模型","0","1","0.890500","0","155","0","15","8","0","42","107","2000.00","40062.00","0.444400","-999999.0000","0.888900","1","1","1","0","-999999","-999999"
"2021-12-13","D072112130047163499","202112130343585050","萨摩耶有限担保","997","","0","-999999","1.000000","0","38","0","-999999","17","0","12","40","6000.00","15000.00","0.333300","840.0000","0.666700","0","1","1","0","-999999","-999999"
"2021-12-13","D072112130047153694","202112130343585066","萨摩耶有限担保","998","百行三要素验证;萨摩耶风险评价模型","0","-999999","-999999.000000","0","238","0","-999999","21","0","51","49","-999999.00","-999999.00","0.956500","-999999.0000","1.000000","0","1","0","0","-999999","-999999"
"2021-12-13","D072112130047133696","202112130343585069","萨摩耶有限担保","998","手机归属地验证;百行手机在网状态","0","-999999","-999999.000000","0","-999999","0","-999999","8","0","62","42","-999999.00","-999999.00","0.800000","-999999.0000","1.000000","0","1","0","0","-999999","-999999"
"2021-12-13","D072112130047153695","202112130343585092","萨摩耶有限担保","998","萨摩耶风险评价模型","0","1","1.000000","0","399","1","22","8","0","32","189","1000.00","8000.00","0.750000","-999999.0000","1.000000","1","1","1","0","-999999","-999999"
"2021-12-13","D072112130047144314","202112130343585151","萨摩耶有限担保","998","手机归属地验证;近3个月人行征信查询次数_人行信息厚;近6个月人行征信查询次数_人行信息厚;萨摩耶风险评价模型","1","-999999","0.976600","0","19","1","-999999","23","0","109","182","1.00","80000.00","0.437500","792.6667","0.812500","0","1","1","0","-999999","-999999"
"2021-12-13","D072112130047133708","202112130343585320","萨摩耶有限担保","998","萨摩耶风险评价模型","0","-999999","-999999.000000","0","-999999","0","-999999","26","0","33","48","-999999.00","0.00","0.600000","-999999.0000","1.000000","0","1","1","0","-999999","-999999"
"2021-12-13","D072112130047153727","202112130343585358","萨摩耶有限担保","998","是否复借;近1个月人行征信查询次数_人行信息厚;近3个月人行征信查询次数_人行信息厚;萨摩耶风险评价模型","4","1","0.928600","0","693","0","22","20","1","30","96","1000.00","10000.00","0.625000","-999999.0000","0.875000","0","1","1","0","-999999","-999999"
"2021-12-13","D072112130047144343","202112130343585394","萨摩耶有限担保","997","","0","-999999","1.000000","1","-999999","1","-999999","4","0","53","39","5000.00","5000.00","0.500000","-999999.0000","0.875000","0","1","1","0","-999999","-999999"
"2021-12-13","D072112130047153781","202112130343585821","萨摩耶有限担保","998","是否复借;近1个月人行征信查询次数_人行信息厚;近3个月人行征信查询次数_人行信息厚;萨摩耶风险评价模型","2","-999999","0.787900","0","0","1","-999999","15","0","4","12","3000.00","18000.00","1.000000","-999999.0000","1.000000","0","1","1","0","-999999","-999999"
"2021-12-13","D072112130047173684","202112130343586334","萨摩耶有限担保","997","","0","-999999","0.839700","0","-999999","0","-999999","6","0","71","155","21000.00","66000.00","0.454500","1400.0000","0.818200","0","1","1","0","-999999","-999999"
"2021-12-13","D072112130047163645","202112130343586336","萨摩耶有限担保","998","贷记卡当前逾期期数大于等于1;萨摩耶风险评价模型","0","1","1.000000","0","-999999","0","0","8","2","40","79","10000.00","25000.00","0.800000","-999999.0000","1.000000","3","1","1","0","-999999","1"
"2021-12-13","D072112130047133840","202112130343586375","萨摩耶有限担保","998","萨摩耶风险评价模型","0","-999999","1.000000","0","-999999","2","-999999","16","0","233","140","6000.00","40000.00","0.500000","-999999.0000","1.000000","0","1","1","0","-999999","-999999"
"2021-12-13","D072112130047163649","202112130343586376","萨摩耶有限担保","997","","0","-999999","0.000000","0","-999999","0","-999999","12","0","83","103","5000.00","5000.00","0.178600","-999999.0000","0.928600","0","1","1","0","-999999","-999999"
"2021-12-13","D072112130047173724","202112130343586604","萨摩耶有限担保","997","","0","-999999","-999999.000000","0","-999999","0","-999999","9","0","53","32","-999999.00","-999999.00","0.857100","-999999.0000","1.000000","0","1","0","0","-999999","-999999"
"2021-12-13","D072112130047153941","202112130343586895","萨摩耶有限担保","998","手机归属地验证;萨摩耶风险评价模型","0","1","1.000000","0","-999999","0","21","23","1","40","51","3000.00","10000.00","0.733300","420.0000","1.000000","0","1","1","0","-999999","-999999"
"2021-12-13","D072112130047173776","202112130343586898","萨摩耶有限担保","997","","0","-999999","-999999.000000","0","-999999","0","-999999","6","0","35","30","-999999.00","0.00","0.708300","-999999.0000","1.000000","0","1","1","0","-999999","-999999"
"2021-12-13","D072112130047153949","202112130343586959","萨摩耶有限担保","998","萨摩耶风险评价模型","0","-999999","0.000000","0","55","0","-999999","18","0","41","102","-999999.00","-999999.00","0.625000","-999999.0000","0.937500","0","1","1","0","-999999","-999999"
"2021-12-13","D072112130047144575","202112130343587092","萨摩耶有限担保","998","百行手机在网状态;萨摩耶风险评价模型","0","-999999","1.000000","0","34","0","-999999","7","0","9","59","-999999.00","21000.00","0.800000","-999999.0000","0.800000","0","1","1","0","-999999","-999999"
"2021-12-13","D072112130047173815","202112130343587147","萨摩耶有限担保","998","手机归属地验证;百行手机在网状态;萨摩耶风险评价模型","0","-999999","0.958900","0","-999999","1","30","29","1","105","122","3000.00","30000.00","0.767400","474.0000","0.953500","0","1","1","0","-999999","-999999"
"2021-12-13","D072112130047163794","202112130343587320","萨摩耶有限担保","998","近六个月714类APP安装过个数;萨摩耶风险评价模型","0","-999999","1.000000","0","39","3","25","10","1","43","71","2000.00","15000.00","0.500000","-999999.0000","1.000000","0","1","1","0","-999999","-999999"
"2021-12-13","D072112130047173865","202112130343587507","萨摩耶有限担保","998","萨摩耶风险评价模型","5","-999999","0.000000","0","466","0","-999999","14","0","28","113","-999999.00","-999999.00","0.692300","-999999.0000","0.923100","0","1","1","0","-999999","-999999"
"2021-12-13","D072112130047163817","202112130343587581","萨摩耶有限担保","997","","0","-999999","0.000000","0","703","0","-999999","2","0","12","25","3000.00","-999999.00","0.666700","-999999.0000","1.000000","0","1","1","0","-999999","-999999"
"2021-12-13","D072112130047173876","202112130343587615","萨摩耶有限担保","997","","0","-999999","0.000000","0","-999999","0","-999999","18","0","59","120","3000.00","-999999.00","0.416700","-999999.0000","0.916700","0","1","1","0","-999999","-999999"
"2021-12-13","D072112130047173877","202112130343587628","萨摩耶有限担保","998","萨摩耶风险评价模型","2","-999999","-999999.000000","1","-999999","0","-999999","18","0","10","60","-999999.00","-999999.00","0.666700","-999999.0000","0.666700","0","1","0","0","-999999","-999999"
"2021-12-13","D072112130047154048","202112130343587680","萨摩耶有限担保","998","萨摩耶风险评价模型","0","1","1.000000","0","133","1","9","26","0","20","48","-999999.00","10000.00","0.928600","-999999.0000","0.857100","1","1","1","0","-999999","-999999"
"2021-12-13","D072112130047144667","202112130343587707","萨摩耶有限担保","998","是否复借;萨摩耶风险评价模型","0","-999999","1.000000","0","388","0","-999999","9","0","11","53","3000.00","32500.00","0.500000","-999999.0000","1.000000","0","1","1","0","-999999","-999999"
"2021-12-13","D072112130047173888","202112130343587720","萨摩耶有限担保","998","是否复借;百行三要素验证;近1个月人行征信查询次数_人行信息厚;近3个月人行征信查询次数_人行信息厚;萨摩耶风险评价模型","2","-999999","1.000000","0","703","0","-999999","16","0","7","46","10002.00","10002.00","0.333300","-999999.0000","0.666700","0","1","1","0","-999999","-999999"
"2021-12-13","D072112130047154052","202112130343587741","萨摩耶有限担保","998","近1个月人行征信查询次数_人行信息厚;近3个月人行征信查询次数_人行信息厚;近6个月人行征信查询次数_人行信息厚;百行手机在网时长;近1个月百融多头_人行信息厚;萨摩耶风险评价模型","0","-999999","1.000000","0","57","0","-999999","31","0","170","130","600.00","18269.00","0.730800","338.0000","0.923100","0","1","1","0","-999999","-999999"
"2021-12-13","D072112130047154061","202112130343587833","萨摩耶有限担保","998","萨摩耶风险评价模型","0","-999999","0.787300","0","-999999","2","42","16","0","39","162","3500.00","65600.00","0.000000","-999999.0000","1.000000","0","1","1","0","-999999","-999999"
"2021-12-13","D072112130047163842","202112130343587838","萨摩耶有限担保","998","贷记卡当前逾期期数大于等于1;近24个月贷记卡累计逾期次数","0","4","0.419400","0","367","1","0","2","0","12","162","3000.00","6000.00","0.000000","-999999.0000","1.000000","6","1","1","0","-999999","1"
"2021-12-13","D072112130047173915","202112130343588005","萨摩耶有限担保","998","萨摩耶风险评价模型","0","-999999","0.973600","0","88","0","-999999","12","0","61","129","-999999.00","144000.00","0.000000","-999999.0000","1.000000","0","1","1","0","-999999","-999999"
"2021-12-13","D072112130047163879","202112130343588047","萨摩耶有限担保","997","","0","-999999","0.935900","0","-999999","0","26","15","0","39","153","5000.00","31000.00","0.740700","966.0000","0.963000","0","1","1","1","-999999","-999999"
"2021-12-13","D072112130047154096","202112130343588163","萨摩耶有限担保","998","萨摩耶风险评价模型","0","-999999","-999999.000000","0","72","0","-999999","10","0","101","73","-999999.00","-999999.00","0.850000","-999999.0000","0.950000","0","1","0","0","-999999","-999999"
"2021-12-13","D072112130047134063","202112130343588196","萨摩耶有限担保","998","是否复借;近1个月百融多头_人行信息厚;近3个月百融多头_人行信息厚","2","-999999","0.444400","0","-999999","0","-999999","17","0","35","49","10000.00","10000.00","0.000000","532.0000","0.727300","0","1","1","0","-999999","-999999"
"2021-12-13","D072112130047154112","202112130343588330","萨摩耶有限担保","998","萨摩耶风险评价模型","0","-999999","-999999.000000","0","311","0","-999999","18","0","36","23","-999999.00","-999999.00","0.840000","-999999.0000","1.000000","0","1","0","0","-999999","-999999"
"2021-12-13","D072112130047154113","202112130343588339","萨摩耶有限担保","998","萨摩耶风险评价模型","0","-999999","1.000000","0","43","1","-999999","12","0","45","147","10000.00","29000.00","0.416700","252.0000","1.000000","0","1","1","1","-999999","-999999"
"2021-12-13","D072112130047134075","202112130343588340","萨摩耶有限担保","997","","0","-999999","0.780700","0","222","0","52","17","0","40","176","4000.00","134000.00","0.071400","350.0000","1.000000","0","1","1","1","-999999","-999999"
"2021-12-13","D072112130047154115","202112130343588343","萨摩耶有限担保","998","萨摩耶风险评价模型","0","-999999","0.854100","0","-999999","4","-999999","11","0","50","177","3000.00","100000.00","0.384600","-999999.0000","1.000000","0","1","1","1","-999999","-999999"
"2021-12-13","D072112130047154136","202112130343588518","萨摩耶有限担保","998","萨摩耶风险评价模型","0","-999999","1.000000","0","41","0","-999999","23","0","20","44","-999999.00","11000.00","0.750000","-999999.0000","0.750000","0","1","1","0","-999999","-999999"
"2021-12-13","D072112130047163921","202112130343588598","萨摩耶有限担保","998","萨摩耶风险评价模型","0","-999999","1.000000","0","132","0","-999999","11","0","63","52","2600.00","15000.00","0.666700","-999999.0000","1.000000","0","1","1","0","-999999","-999999"
