"BP_APPL_SEQ","LOAN_TYPE_NAME","source_appl_seq","X135","X145","X139","X134","X136","X140","X143","X152","X141","X155","X153","X029","X114","X137","X150","X138","X142","X131","X132","X133","X016","X017"
"D072201290048581442","萨摩耶有限担保","202201290395866462","0","-999999","-999999.000000","0","257","0","-999999","7","0","3","12","-999999.00","-999999.00","0.333300","-999999.0000","0.666700","0","1","0","0","-999999","-999999"
"D072201290048581465","萨摩耶无限担保","202201290395868881","0","-999999","1.000000","0","235","2","-999999","35","0","105","61","1500.00","36000.00","0.615400","482.0000","0.923100","0","1","1","0","-999999","-999999"
"D072201290048581465","萨摩耶有限担保","202201290395868881","0","-999999","1.000000","0","235","2","-999999","35","0","105","61","1500.00","36000.00","0.615400","482.0000","0.923100","0","1","1","0","-999999","-999999"
"D072201290048581472","萨摩耶无限担保","202201290395869161","0","-999999","0.974700","0","-999999","0","51","12","1","42","79","2000.00","43000.00","0.500000","-999999.0000","1.000000","0","1","1","0","-999999","-999999"
"D072201290048581472","萨摩耶有限担保","202201290395869161","0","-999999","0.974700","0","-999999","0","51","12","1","42","79","2000.00","43000.00","0.500000","-999999.0000","1.000000","0","1","1","0","-999999","-999999"
"D072201290048581528","萨摩耶无限担保","202201290397216822","0","-999999","-999999.000000","0","-999999","0","-999999","33","0","34","44","-999999.00","-999999.00","0.285700","-999999.0000","1.000000","0","1","0","0","-999999","-999999"
"D072201290048581528","萨摩耶有限担保","202201290397216822","0","-999999","-999999.000000","0","-999999","0","-999999","33","0","34","44","-999999.00","-999999.00","0.285700","-999999.0000","1.000000","0","1","0","0","-999999","-999999"
"D072201290048581537","萨摩耶无限担保","202201290397217090","0","1","1.000000","0","94","0","22","17","1","27","59","7000.00","7000.00","0.800000","-999999.0000","0.400000","1","1","1","0","-999999","-999999"
"D072201290048581537","萨摩耶有限担保","202201290397217090","0","1","1.000000","0","94","0","22","17","1","27","59","7000.00","7000.00","0.800000","-999999.0000","0.400000","1","1","1","0","-999999","-999999"
"D072201290048582149","萨摩耶无限担保","202201290397223002","1","-999999","-999999.000000","0","566","0","-999999","17","0","25","73","-999999.00","-999999.00","0.823500","-999999.0000","0.764700","0","1","0","0","-999999","-999999"
"D072201290048582149","萨摩耶有限担保","202201290397223002","1","-999999","-999999.000000","0","566","0","-999999","17","0","25","73","-999999.00","-999999.00","0.823500","-999999.0000","0.764700","0","1","0","0","-999999","-999999"
"D072201290048590041","萨摩耶无限担保","202201290397219190","0","-999999","-999999.000000","1","85","0","-999999","24","0","9","31","-999999.00","-999999.00","0.250000","-999999.0000","0.875000","0","1","0","0","-999999","-999999"
"D072201290048590041","萨摩耶有限担保","202201290397219190","0","-999999","-999999.000000","1","85","0","-999999","24","0","9","31","-999999.00","-999999.00","0.250000","-999999.0000","0.875000","0","1","0","0","-999999","-999999"
"D072201290048590043","萨摩耶无限担保","202201290397220140","1","-999999","-999999.000000","0","-999999","0","-999999","28","0","74","54","-999999.00","-999999.00","0.621600","672.0000","0.837800","0","1","0","0","-999999","-999999"
"D072201290048590043","萨摩耶有限担保","202201290397220140","1","-999999","-999999.000000","0","-999999","0","-999999","28","0","74","54","-999999.00","-999999.00","0.621600","672.0000","0.837800","0","1","0","0","-999999","-999999"
"D072201300048542447","萨摩耶无限担保","202201300397223702","1","-999999","0.000000","1","-999999","0","-999999","32","0","60","151","500.00","5000.00","0.466700","-999999.0000","0.933300","0","1","1","1","-999999","-999999"
"D072201300048542447","萨摩耶有限担保","202201300397223702","1","-999999","0.000000","1","-999999","0","-999999","32","0","60","151","500.00","5000.00","0.466700","-999999.0000","0.933300","0","1","1","1","-999999","-999999"
"D072201300048542706","萨摩耶无限担保","202201300398585784","1","1","1.000000","0","351","0","23","25","0","12","41","23000.00","23000.00","1.000000","0.0000","0.333300","1","1","1","0","-999999","-999999"
"D072201300048542706","萨摩耶有限担保","202201300398585784","1","1","1.000000","0","351","0","23","25","0","12","41","23000.00","23000.00","1.000000","0.0000","0.333300","1","1","1","0","-999999","-999999"
"D072201300048543071","萨摩耶无限担保","202201300398593693","1","-999999","-999999.000000","0","-999999","0","-999999","11","0","56","20","-999999.00","-999999.00","0.961500","-999999.0000","1.000000","0","1","0","0","-999999","-999999"
"D072201300048543071","萨摩耶有限担保","202201300398593693","1","-999999","-999999.000000","0","-999999","0","-999999","11","0","56","20","-999999.00","-999999.00","0.961500","-999999.0000","1.000000","0","1","0","0","-999999","-999999"
"D072201300048543085","萨摩耶无限担保","202201300398593970","0","-999999","-999999.000000","0","-999999","0","-999999","16","0","24","45","-999999.00","-999999.00","0.888900","-999999.0000","0.888900","0","1","0","0","-999999","-999999"
"D072201300048543085","萨摩耶有限担保","202201300398593970","0","-999999","-999999.000000","0","-999999","0","-999999","16","0","24","45","-999999.00","-999999.00","0.888900","-999999.0000","0.888900","0","1","0","0","-999999","-999999"
"D072201300048543179","萨摩耶无限担保","202201300398595093","1","-999999","1.000000","0","52","2","-999999","18","0","22","54","-999999.00","54000.00","0.454500","-999999.0000","0.636400","0","1","1","0","-999999","-999999"
"D072201300048543179","萨摩耶有限担保","202201300398595093","1","-999999","1.000000","0","52","2","-999999","18","0","22","54","-999999.00","54000.00","0.454500","-999999.0000","0.636400","0","1","1","0","-999999","-999999"
"D072201300048552577","萨摩耶无限担保","202201300397223700","0","-999999","-999999.000000","0","278","0","-999999","14","0","14","9","-999999.00","-999999.00","1.000000","490.0000","1.000000","0","1","0","0","-999999","-999999"
"D072201300048552577","萨摩耶有限担保","202201300397223700","0","-999999","-999999.000000","0","278","0","-999999","14","0","14","9","-999999.00","-999999.00","1.000000","490.0000","1.000000","0","1","0","0","-999999","-999999"
"D072201300048553088","萨摩耶无限担保","346204380310300262401","2","-999999","0.500000","0","-999999","0","-999999","21","0","35","132","1000.00","6000.00","0.100000","-999999.0000","0.800000","0","1","1","0","-999999","-999999"
"D072201300048553088","萨摩耶有限担保","346204380310300262401","2","-999999","0.500000","0","-999999","0","-999999","21","0","35","132","1000.00","6000.00","0.100000","-999999.0000","0.800000","0","1","1","0","-999999","-999999"
"D072201300048562567","萨摩耶无限担保","202201300397223699","0","-999999","-999999.000000","0","90","0","-999999","29","0","23","18","-999999.00","-999999.00","0.571400","-999999.0000","1.000000","0","1","0","0","-999999","-999999"
"D072201300048562567","萨摩耶有限担保","202201300397223699","0","-999999","-999999.000000","0","90","0","-999999","29","0","23","18","-999999.00","-999999.00","0.571400","-999999.0000","1.000000","0","1","0","0","-999999","-999999"
"D072201300048562810","萨摩耶无限担保","202201300398583129","0","-999999","1.000000","0","674","1","-999999","17","0","14","28","6000.00","6000.00","0.666700","-999999.0000","0.833300","0","1","1","0","-999999","-999999"
"D072201300048562810","萨摩耶有限担保","202201300398583129","0","-999999","1.000000","0","674","1","-999999","17","0","14","28","6000.00","6000.00","0.666700","-999999.0000","0.833300","0","1","1","0","-999999","-999999"
"D072201300048562950","萨摩耶无限担保","202201300398587531","1","-999999","-999999.000000","0","3","0","28","17","1","38","56","-999999.00","-999999.00","0.888900","-999999.0000","0.888900","0","1","0","0","-999999","-999999"
"D072201300048562950","萨摩耶有限担保","202201300398587531","1","-999999","-999999.000000","0","3","0","28","17","1","38","56","-999999.00","-999999.00","0.888900","-999999.0000","0.888900","0","1","0","0","-999999","-999999"
"D072201300048563096","萨摩耶无限担保","202201300398590918","1","-999999","1.000000","0","157","1","-999999","44","0","54","54","1000.00","3017.00","0.714300","-999999.0000","0.928600","0","1","1","0","-999999","-999999"
"D072201300048563096","萨摩耶有限担保","202201300398590918","1","-999999","1.000000","0","157","1","-999999","44","0","54","54","1000.00","3017.00","0.714300","-999999.0000","0.928600","0","1","1","0","-999999","-999999"
"D072201300048563331","萨摩耶无限担保","202201300398594770","0","-999999","0.000000","0","25","0","-999999","11","0","5","59","3000.00","5000.00","0.250000","180.0000","1.000000","0","1","1","0","-999999","-999999"
